product_id,product_name,product_category,product_sub_category
608148dd-0389-4f48-b9fb-64042477fb9f,Urban Shield Jacket,Fashion,Men's Jacket
8bf7e3b6-ab2c-4942-bd92-1b50567a21e3,ChronoLux ABC360,Fashion,Watch
444854e3-f66b-489e-b41b-142765aa100f,Elegance Pro Chrono,Fashion,Watches
bbcfa791-f816-4c9e-8355-e0f75144c588,Elegance Premium Leather Handbag,Fashion,Designer Handbag
c0d6bc20-f79e-49bc-9123-7e9c1b1124a2,Urban Chic Leather Tote,Fashion,Handbags
701eb097-c97f-4fd8-9230-76dc87c8b5b6,Arctic Shield Unisex Winter Parka,Fashion,Winter Coats
105f6da5-5db8-413b-b990-7893ee4d3833,Aurora Oak Coffee Table,Furniture,Coffee Table
bc844082-9e46-4b4c-a6f6-25950e3fe552,Aria Modern Bookshelf,Furniture,Bookshelf
d123b55d-d1bc-420b-8504-4c017e311247,SoundWave X5 Pro,Electronics,Headphones
573387c9-359a-492d-bf3a-9a9d45075235,StormShield Pro Men's Weatherproof Jacket,Men/Women/Kids,Jacket
